sol,month,min_temp,max_temp,pressure,atmo_opacity
598,Month 4,-84,-25,787,Sunny
597,Month 4,-84,-26,790,Sunny
596,Month 4,-82,-24,791,Sunny
595,Month 4,-83,-25,792,Sunny
594,Month 4,-83,-22,793,Sunny
593,Month 4,-83,-23,795,Sunny
592,Month 4,-83,-26,795,Sunny
591,Month 4,-82,-26,795,Sunny
590,Month 4,-82,-26,797,Sunny
589,Month 4,-85,-27,798,Sunny
588,Month 4,-84,-24,799,Sunny
587,Month 4,-85,-28,801,Sunny
586,Month 4,-82,-24,802,Sunny
585,Month 4,-83,-26,802,Sunny
584,Month 4,-82,-25,804,Sunny
583,Month 4,-82,-27,806,Sunny
582,Month 4,-84,-27,807,Sunny
581,Month 4,-84,-28,808,Sunny
580,Month 4,-83,-24,810,Sunny
579,Month 4,-82,-22,811,Sunny
578,Month 4,-83,-23,812,Sunny
577,Month 4,-84,-27,813,Sunny
576,Month 4,-84,-26,815,Sunny
575,Month 4,-82,-26,816,Sunny
574,Month 4,-85,-23,817,Sunny
573,Month 4,-84,-27,819,Sunny
572,Month 4,-85,-27,820,Sunny
571,Month 4,-84,-26,821,Sunny
570,Month 4,-84,-26,823,Sunny
569,Month 4,-85,-27,825,Sunny
568,Month 4,-86,-28,825,Sunny
567,Month 4,-86,-28,827,Sunny
566,Month 4,-86,-27,829,Sunny
565,Month 4,-85,-27,830,Sunny
564,Month 4,-86,-27,831,Sunny
563,Month 4,-87,-31,833,Sunny
562,Month 4,-85,-23,834,Sunny
561,Month 4,-85,-23,835,Sunny
560,Month 4,-86,-23,836,Sunny
559,Month 4,-85,-27,838,Sunny
558,Month 4,-85,-26,839,Sunny
557,Month 4,-85,-29,840,Sunny
556,Month 4,-85,-29,842,Sunny
555,Month 4,-85,-31,843,Sunny
554,Month 4,-84,-22,843,Sunny
553,Month 4,-84,-26,845,Sunny
552,Month 4,-86,-29,847,Sunny
551,Month 4,-85,-28,848,Sunny
550,Month 4,-85,-27,850,Sunny
549,Month 4,-87,-23,851,Sunny
548,Month 4,-86,-28,852,Sunny
547,Month 4,-85,-29,853,Sunny
546,Month 4,-85,-34,855,Sunny
545,Month 4,-85,-29,856,Sunny
544,Month 4,-86,-27,857,Sunny
543,Month 3,-84,-26,858,Sunny
542,Month 3,-85,-28,859,Sunny
541,Month 3,-84,-27,861,Sunny
540,Month 3,-84,-29,862,Sunny
539,Month 3,-85,-23,864,Sunny
538,Month 3,-85,-25,865,Sunny
537,Month 3,-83,-28,865,Sunny
536,Month 3,-83,-29,867,Sunny
535,Month 3,-88,-29,868,Sunny
534,Month 3,-86,-29,869,Sunny
533,Month 3,-87,-30,871,Sunny
532,Month 3,-88,-23,872,Sunny
531,Month 3,-87,-22,872,Sunny
530,Month 3,-87,-28,873,Sunny
529,Month 3,-87,-23,875,Sunny
528,Month 3,-86,-26,876,Sunny
527,Month 3,-86,-23,877,Sunny
526,Month 3,-87,-24,878,Sunny
525,Month 3,-87,-29,878,Sunny
524,Month 3,-85,-27,880,Sunny
523,Month 3,-85,-25,881,Sunny
522,Month 3,-85,-26,881,Sunny
521,Month 3,-87,-26,882,Sunny
520,Month 3,-86,-24,884,Sunny
519,Month 3,-86,-25,884,Sunny
518,Month 3,-85,-29,885,Sunny
517,Month 3,-86,-27,885,Sunny
516,Month 3,-86,-25,888,Sunny
515,Month 3,-86,-23,888,Sunny
514,Month 3,-86,-29,888,Sunny
513,Month 3,-86,-29,889,Sunny
512,Month 3,-86,-24,890,Sunny
511,Month 3,-85,-31,892,Sunny
510,Month 3,-85,-31,892,Sunny
509,Month 3,-86,-30,895,Sunny
508,Month 3,-83,-29,893,Sunny
507,Month 3,-85,-25,894,Sunny
506,Month 3,-86,-27,894,Sunny
505,Month 3,-85,-29,895,Sunny
504,Month 3,-85,-29,895,Sunny
503,Month 3,-86,-28,897,Sunny
502,Month 3,-87,-30,898,Sunny
501,Month 3,-86,-28,898,Sunny
500,Month 3,-85,-23,897,Sunny
499,Month 3,-84,-30,899,Sunny
498,Month 3,-86,-28,901,Sunny
497,Month 3,-86,-30,901,Sunny
496,Month 3,-85,-26,901,Sunny
495,Month 3,-86,-26,900,Sunny
494,Month 3,-85,-24,902,Sunny
493,Month 3,-84,-32,902,Sunny
492,Month 3,-86,-30,903,Sunny
491,Month 3,-86,-30,903,Sunny
490,Month 3,-87,-31,903,Sunny
489,Month 3,-85,-29,904,Sunny
488,Month 3,-87,-23,903,Sunny
487,Month 3,-85,-30,904,Sunny
486,Month 3,-84,-31,904,Sunny
485,Month 3,NaN,NaN,NaN,Sunny
478,Month 3,NaN,NaN,NaN,Sunny
477,Month 3,-85,-26,907,Sunny
476,Month 2,-85,-25,906,Sunny
475,Month 2,-85,-28,906,Sunny
474,Month 2,-84,-26,906,Sunny
473,Month 2,-86,-29,907,Sunny
472,Month 2,-84,-31,907,Sunny
471,Month 2,-84,-26,906,Sunny
470,Month 2,-85,-26,907,Sunny
469,Month 2,-85,-29,908,Sunny
468,Month 2,-85,-29,907,Sunny
467,Month 2,-84,-28,907,Sunny
466,Month 2,-85,-26,907,Sunny
465,Month 2,-85,-23,906,Sunny
464,Month 2,-84,-26,906,Sunny
463,Month 2,-86,-26,906,Sunny
462,Month 2,NaN,NaN,NaN,Sunny
457,Month 2,NaN,NaN,NaN,Sunny
456,Month 2,-83,-26,905,Sunny
455,Month 2,-84,-28,905,Sunny
454,Month 2,NaN,NaN,NaN,Sunny
444,Month 2,NaN,NaN,NaN,Sunny
443,Month 2,-81,-24,901,Sunny
442,Month 2,-80,-22,900,Sunny
441,Month 2,-81,-23,900,Sunny
440,Month 2,-80,-25,899,Sunny
439,Month 2,-80,-21,899,Sunny
438,Month 2,-79,-26,899,Sunny
437,Month 2,-82,-27,898,Sunny
436,Month 2,-81,-24,897,Sunny
435,Month 2,-81,-24,896,Sunny
434,Month 2,-80,-25,896,Sunny
433,Month 2,-81,-26,895,Sunny
432,Month 2,-80,-26,896,Sunny
431,Month 2,-83,-24,895,Sunny
430,Month 2,-82,-24,896,Sunny
429,Month 2,-82,-21,895,Sunny
428,Month 2,-81,-23,894,Sunny
427,Month 2,-81,-21,893,Sunny
426,Month 2,-79,-22,893,Sunny
425,Month 2,-81,-21,893,Sunny
424,Month 2,-81,-22,893,Sunny
423,Month 2,-81,-24,892,Sunny
422,Month 2,-82,-20,891,Sunny
421,Month 2,-81,-24,890,Sunny
420,Month 2,-80,-19,892,Sunny
419,Month 2,-82,-24,891,Sunny
418,Month 2,-79,-21,891,Sunny
417,Month 2,-82,-21,890,Sunny
416,Month 2,-79,-18,889,Sunny
415,Month 2,-82,-19,890,Sunny
414,Month 2,-79,-18,889,Sunny
413,Month 2,-82,-22,888,Sunny
412,Month 2,-80,-22,888,Sunny
411,Month 1,-82,-17,887,Sunny
410,Month 1,-81,-14,888,Sunny
409,Month 1,-81,-17,887,Sunny
408,Month 1,-80,-16,887,Sunny
407,Month 1,-81,-17,887,Sunny
406,Month 1,-81,-15,886,Sunny
405,Month 1,-82,-25,885,Sunny
404,Month 1,-78,-20,884,Sunny
403,Month 1,-80,-18,883,Sunny
402,Month 1,-78,-18,883,Sunny
401,Month 1,-79,-15,882,Sunny
400,Month 1,-79,-16,881,Sunny
399,Month 1,-79,-16,881,Sunny
398,Month 1,-79,-14,880,Sunny
397,Month 1,-75,-15,880,Sunny
396,Month 1,-78,-15,879,Sunny
395,Month 1,-77,-20,878,Sunny
394,Month 1,-79,-18,878,Sunny
393,Month 1,-76,-18,877,Sunny
392,Month 1,-77,-17,876,Sunny
391,Month 1,-78,-17,875,Sunny
390,Month 1,-78,-16,875,Sunny
389,Month 1,-79,-14,875,Sunny
388,Month 1,-79,-13,875,Sunny
387,Month 1,-78,-13,874,Sunny
386,Month 1,-77,-12,873,Sunny
385,Month 1,-78,-12,874,Sunny
384,Month 1,-77,-12,875,Sunny
383,Month 1,-77,-12,874,Sunny
382,Month 1,-76,-14,872,Sunny
381,Month 1,-79,-13,871,Sunny
380,Month 1,-79,-13,870,Sunny
379,Month 1,-79,-12,870,Sunny
378,Month 1,-78,-18,869,Sunny
377,Month 1,-78,-12,870,Sunny
376,Month 1,-78,-11,870,Sunny
375,Month 1,-77,-9,867,Sunny
374,Month 1,-79,-9,866,Sunny
373,Month 1,-79,-8,866,Sunny
372,Month 1,-76,-9,866,Sunny
371,Month 1,-77,-11,865,Sunny
370,Month 1,-79,-9,865,Sunny
369,Month 1,-75,-9,865,Sunny
368,Month 1,-77,-9,863,Sunny
367,Month 1,-76,-9,862,Sunny
366,Month 1,-76,-12,861,Sunny
365,Month 1,NaN,NaN,NaN,Sunny
358,Month 1,NaN,NaN,NaN,Sunny
357,Month 1,-76,-7,857,Sunny
356,Month 1,-77,-7,856,Sunny
355,Month 1,-75,-7,857,Sunny
354,Month 1,-75,-13,857,Sunny
353,Month 1,-75,-8,855,Sunny
352,Month 1,-77,-9,854,Sunny
351,Month 1,-75,-12,853,Sunny
350,Month 12,-76,-6,853,Sunny
349,Month 12,-75,-12,852,Sunny
348,Month 12,-74,-8,850,Sunny
347,Month 12,-77,-9,851,Sunny
346,Month 12,-76,-7,853,Sunny
345,Month 12,-77,-7,853,Sunny
344,Month 12,-77,-6,851,Sunny
343,Month 12,-77,-11,850,Sunny
342,Month 12,-76,-7,851,Sunny
341,Month 12,-77,-6,852,Sunny
340,Month 12,-76,-6,851,Sunny
339,Month 12,-76,-8,849,Sunny
338,Month 12,-78,-7,848,Sunny
337,Month 12,-75,-7,853,Sunny
336,Month 12,-76,-8,852,Sunny
335,Month 12,-76,-7,852,Sunny
334,Month 12,-74,-6,852,Sunny
333,Month 12,-75,-5,849,Sunny
332,Month 12,-76,-5,849,Sunny
331,Month 12,-74,-3,848,Sunny
330,Month 12,-75,-5,848,Sunny
329,Month 12,-74,-7,847,Sunny
328,Month 12,-75,-5,847,Sunny
327,Month 12,-74,-8,848,Sunny
326,Month 12,-72,-5,848,Sunny
325,Month 12,-74,-8,847,Sunny
324,Month 12,-75,-8,850,Sunny
323,Month 12,-74,-6,847,Sunny
322,Month 12,-74,-5,849,Sunny
321,Month 12,-75,-5,847,Sunny
320,Month 12,-74,-4,846,Sunny
319,Month 12,-73,-3,847,Sunny
318,Month 12,-74,-4,849,Sunny
317,Month 12,-72,-4,849,Sunny
316,Month 12,-74,-16,851,Sunny
315,Month 12,-74,-10,850,Sunny
314,Month 12,-73,-11,848,Sunny
313,Month 12,-77,-14,849,Sunny
312,Month 12,-71,-11,845,Sunny
311,Month 12,-74,-8,846,Sunny
310,Month 12,-71,-9,849,Sunny
309,Month 12,-72,-7,848,Sunny
308,Month 12,-73,-5,850,Sunny
307,Month 12,-72,-8,851,Sunny
306,Month 12,-71,-8,848,Sunny
305,Month 12,-71,-5,847,Sunny
304,Month 12,-70,-6,848,Sunny
303,Month 12,-71,-8,849,Sunny
302,Month 12,-71,-3,850,Sunny
301,Month 12,-73,-6,852,Sunny
300,Month 12,-72,-8,852,Sunny
299,Month 12,-71,-8,849,Sunny
298,Month 12,-72,-3,850,Sunny
297,Month 12,-72,-7,849,Sunny
296,Month 12,-71,-9,850,Sunny
295,Month 12,-71,-15,853,Sunny
294,Month 11,-72,-4,852,Sunny
293,Month 11,-72,-4,850,Sunny
292,Month 11,-71,-1,853,Sunny
291,Month 11,-70,-4,853,Sunny
290,Month 11,-71,-3,853,Sunny
289,Month 11,-71,-3,854,Sunny
288,Month 11,-69,-4,854,Sunny
287,Month 11,-72,-3,856,Sunny
286,Month 11,-71,-2,854,Sunny
285,Month 11,-70,-5,852,Sunny
284,Month 11,-71,-3,854,Sunny
283,Month 11,-68,-4,854,Sunny
282,Month 11,-72,-2,856,Sunny
281,Month 11,-68,-2,855,Sunny
280,Month 11,-69,-4,856,Sunny
279,Month 11,-68,-5,856,Sunny
278,Month 11,-67,-3,855,Sunny
277,Month 11,-69,-4,857,Sunny
276,Month 11,-69,-4,858,Sunny
275,Month 11,-67,-6,860,Sunny
274,Month 11,-70,-2,861,Sunny
273,Month 11,-70,-4,861,Sunny
272,Month 11,-71,-5,864,Sunny
271,Month 11,-69,-6,864,Sunny
270,Month 11,-67,-6,863,Sunny
269,Month 11,-72,-3,866,Sunny
268,Month 11,-70,-5,864,Sunny
267,Month 11,NaN,NaN,NaN,Sunny
262,Month 11,NaN,NaN,NaN,Sunny
261,Month 11,-70,-4,868,Sunny
260,Month 11,-70,-11,875,Sunny
259,Month 11,-72,-3,871,Sunny
258,Month 11,-71,-9,869,Sunny
257,Month 11,-70,-1,871,Sunny
256,Month 11,-70,-2,871,Sunny
255,Month 11,-69,-5,877,Sunny
254,Month 11,-70,-3,871,Sunny
253,Month 11,-71,-6,877,Sunny
252,Month 11,-71,-8,874,Sunny
251,Month 11,-71,-2,876,Sunny
250,Month 11,-70,-2,877,Sunny
249,Month 11,-69,-3,873,Sunny
248,Month 11,-70,-4,877,Sunny
247,Month 11,-71,-4,873,Sunny
246,Month 11,-73,-1,878,Sunny
245,Month 11,-70,-6,879,Sunny
244,Month 11,-69,-6,878,Sunny
243,Month 10,-71,-7,884,Sunny
242,Month 10,-70,-7,881,Sunny
241,Month 10,-72,0,884,Sunny
240,Month 10,-70,-6,884,Sunny
239,Month 10,-73,-1,885,Sunny
238,Month 10,-70,-2,885,Sunny
237,Month 10,-71,-5,883,Sunny
236,Month 10,-72,-3,886,Sunny
235,Month 10,-70,0,886,Sunny
234,Month 10,-69,-4,890,Sunny
233,Month 10,-69,-3,889,Sunny
232,Month 10,-69,-5,888,Sunny
231,Month 10,-71,-6,890,Sunny
230,Month 10,-69,0,888,Sunny
229,Month 10,-69,-4,894,Sunny
228,Month 10,-71,-3,894,Sunny
227,Month 10,-70,4,892,Sunny
226,Month 10,-70,1,894,Sunny
225,Month 10,-71,-8,894,Sunny
224,Month 10,-69,-1,894,Sunny
223,Month 10,-71,-5,895,Sunny
222,Month 10,NaN,NaN,NaN,Sunny
215,Month 10,NaN,NaN,NaN,Sunny
200,Month 10,NaN,NaN,NaN,Sunny
199,Month 10,-66,0,917,Sunny
198,Month 10,-67,-2,914,Sunny
197,Month 10,-68,-3,915,Sunny
196,Month 9,-66,-3,916,Sunny
195,Month 9,NaN,NaN,NaN,Sunny
192,Month 9,NaN,NaN,NaN,Sunny
191,Month 9,-67,-3,921,Sunny
190,Month 9,-66,-3,917,Sunny
189,Month 9,-68,-2,920,Sunny
188,Month 9,-68,-3,920,Sunny
187,Month 9,-67,-1,921,Sunny
186,Month 9,-66,-2,922,Sunny
185,Month 9,-67,-5,923,Sunny
184,Month 9,-67,0,923,Sunny
183,Month 9,-67,-1,921,Sunny
182,Month 9,-67,0,921,Sunny
181,Month 9,-67,1,918,Sunny
180,Month 9,-67,-1,919,Sunny
179,Month 9,-66,-7,920,Sunny
178,Month 9,-66,-2,920,Sunny
177,Month 9,-66,-1,921,Sunny
176,Month 9,-67,0,920,Sunny
175,Month 9,-68,-4,921,Sunny
174,Month 9,-67,0,921,Sunny
173,Month 9,-67,0,920,Sunny
172,Month 9,-67,0,923,Sunny
171,Month 9,-67,1,925,Sunny
170,Month 9,-66,0,925,Sunny
169,Month 9,-66,0,922,Sunny
168,Month 9,-66,1,923,Sunny
167,Month 9,-65,-3,920,Sunny
166,Month 9,-65,-5,922,Sunny
165,Month 9,-65,-3,922,Sunny
164,Month 9,-64,-1,919,Sunny
163,Month 9,-65,-1,919,Sunny
162,Month 9,-65,-1,919,Sunny
161,Month 9,-65,-2,919,Sunny
160,Month 9,-67,-3,919,Sunny
159,Month 9,-65,-4,918,Sunny
158,Month 9,-66,-3,922,Sunny
157,Month 9,-64,-2,920,Sunny
156,Month 9,-65,0,922,Sunny
155,Month 9,-64,0,917,Sunny
154,Month 9,-65,-2,917,Sunny
153,Month 9,-65,1,915,Sunny
152,Month 9,-63,1,914,Sunny
151,Month 9,-65,-3,915,Sunny
150,Month 8,-64,-3,913,Sunny
149,Month 8,-65,0,914,Sunny
148,Month 8,-65,-3,912,Sunny
147,Month 8,-65,0,914,Sunny
146,Month 8,-65,-1,908,Sunny
145,Month 8,-64,-1,909,Sunny
144,Month 8,-64,2,907,Sunny
143,Month 8,-63,-2,908,Sunny
142,Month 8,-65,0,906,Sunny
141,Month 8,-64,-2,904,Sunny
140,Month 8,-66,-2,903,Sunny
139,Month 8,-66,0,899,Sunny
138,Month 8,-65,-1,899,Sunny
137,Month 8,-64,-1,896,Sunny
136,Month 8,-65,-1,897,Sunny
135,Month 8,-65,-5,894,Sunny
134,Month 8,-67,-1,893,Sunny
133,Month 8,-65,1,891,Sunny
132,Month 8,-65,-6,890,Sunny
131,Month 8,-65,-8,889,Sunny
130,Month 8,-65,-9,888,Sunny
129,Month 8,-65,-2,886,Sunny
128,Month 8,-67,-3,883,Sunny
127,Month 8,-67,-1,884,Sunny
126,Month 8,-66,-4,880,Sunny
125,Month 8,-68,-5,880,Sunny
124,Month 8,-66,-5,876,Sunny
123,Month 8,-66,-10,875,Sunny
122,Month 8,-65,-3,869,Sunny
121,Month 8,-66,0,869,Sunny
120,Month 8,-67,-3,867,Sunny
119,Month 8,-66,-6,866,Sunny
118,Month 8,-65,-6,864,Sunny
117,Month 8,-66,-5,861,Sunny
116,Month 8,-67,-6,859,Sunny
115,Month 8,-66,-8,857,Sunny
114,Month 8,-69,-6,857,Sunny
113,Month 8,-66,-6,857,Sunny
112,Month 8,-65,-8,852,Sunny
111,Month 8,-66,-4,849,Sunny
110,Month 8,-65,-5,848,Sunny
109,Month 8,-64,-3,844,Sunny
108,Month 8,-65,-4,845,Sunny
107,Month 8,-66,-5,844,Sunny
106,Month 8,-66,-8,841,Sunny
105,Month 8,-66,-6,839,Sunny
104,Month 8,-67,-5,838,Sunny
103,Month 7,-66,-3,836,Sunny
102,Month 7,-67,-3,833,Sunny
101,Month 7,-65,-2,830,Sunny
100,Month 7,-66,-1,829,Sunny
99,Month 7,-68,-1,829,Sunny
98,Month 7,-68,-1,828,Sunny
97,Month 7,-68,-3,828,Sunny
96,Month 7,-71,2,826,Sunny
95,Month 7,-68,0,822,Sunny
94,Month 7,-70,0,822,Sunny
93,Month 7,-72,-1,819,Sunny
92,Month 7,-74,-1,820,Sunny
91,Month 7,-74,-1,817,Sunny
90,Month 7,-71,0,813,Sunny
89,Month 7,-73,-1,813,Sunny
88,Month 7,-70,-2,811,Sunny
87,Month 7,-70,-2,808,Sunny
86,Month 7,-71,-4,808,Sunny
85,Month 7,-71,-1,805,Sunny
84,Month 7,-70,0,801,Sunny
83,Month 7,-72,0,801,Sunny
82,Month 7,-72,0,799,Sunny
81,Month 7,-72,-2,798,Sunny
80,Month 7,-70,-3,796,Sunny
79,Month 7,-73,-1,795,Sunny
78,Month 7,-71,0,793,Sunny
77,Month 7,-71,0,792,Sunny
76,Month 7,-73,-1,792,Sunny
75,Month 7,-73,-1,791,Sunny
74,Month 7,-72,-5,790,Sunny
73,Month 7,-70,0,788,Sunny
72,Month 7,-73,-2,785,Sunny
71,Month 7,-71,-2,784,Sunny
70,Month 7,-72,-1,783,Sunny
69,Month 7,-73,0,778,Sunny
68,Month 7,-71,-2,781,Sunny
67,Month 7,-73,-6,780,Sunny
66,Month 7,-73,-2,778,Sunny
65,Month 7,-72,-2,777,Sunny
64,Month 7,-74,0,776,Sunny
63,Month 7,-73,0,775,Sunny
62,Month 7,-72,-1,774,Sunny
61,Month 7,-72,-2,772,Sunny
60,Month 7,-75,-2,772,Sunny
59,Month 7,-76,-1,771,Sunny
58,Month 7,-74,-3,769,Sunny
57,Month 7,-73,-3,769,Sunny
56,Month 7,-73,-4,768,Sunny
55,Month 7,-74,-2,766,Sunny
54,Month 7,-72,-9,766,Sunny
53,Month 6,-71,-5,764,Sunny
52,Month 6,-74,-7,762,Sunny
51,Month 6,-76,-7,762,Sunny
50,Month 6,-72,-10,761,Sunny
49,Month 6,-74,-10,761,Sunny
48,Month 6,-75,0,759,Sunny
47,Month 6,-75,-9,758,Sunny
46,Month 6,-74,-12,758,Sunny
45,Month 6,-74,-9,758,Sunny
44,Month 6,-75,-10,757,Sunny
43,Month 6,-74,-12,756,Sunny
42,Month 6,-75,-7,754,Sunny
41,Month 6,-75,-12,753,Sunny
40,Month 6,-75,-12,753,Sunny
39,Month 6,-75,-8,751,Sunny
38,Month 6,-73,-13,750,Sunny
37,Month 6,-73,0,750,Sunny
36,Month 6,-73,-1,750,Sunny
35,Month 6,-73,-1,749,Sunny
34,Month 6,-73,1,748,Sunny
33,Month 6,-73,-2,748,Sunny
32,Month 6,NaN,NaN,NaN,Sunny
31,Month 6,-74,-23,745,Sunny
30,Month 6,-74,-3,747,Sunny
29,Month 6,-75,-2,747,Sunny
28,Month 6,-75,-15,745,Sunny
27,Month 6,-75,-15,743,Sunny
26,Month 6,-76,-14,745,Sunny
25,Month 6,-75,-11,743,Sunny
24,Month 6,-75,-7,742,Sunny
23,Month 6,-75,-16,741,Sunny
22,Month 6,-74,-6,742,Sunny
21,Month 6,-74,-3,741,Sunny
20,Month 6,NaN,NaN,NaN,Sunny
19,Month 6,NaN,NaN,NaN,Sunny
18,Month 6,NaN,NaN,NaN,Sunny
17,Month 6,-76,-4,742,Sunny
16,Month 6,-77,0,740,Sunny
15,Month 6,-78,-15,740,Sunny
14,Month 6,-74,-16,740,Sunny
13,Month 6,-74,-15,732,Sunny
12,Month 6,-76,-18,741,Sunny
11,Month 6,-76,-11,740,Sunny
10,Month 6,-75,-16,739,Sunny
9,Month 6,NaN,NaN,NaN,Sunny
1,Month 6,NaN,NaN,NaN,Sunny
